Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Howard,"Okay, fine. Let’s say there was a moment."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,There was.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Howard,"There wasn’t. But, but even if there was, what are you gonna do about it?"
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"I will slowly seduce her until she falls helpless into my bed, hungry for the pleasure only I can give her."
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Howard,So nothing.
Series 07,Episode 01,The Hofstadter Insufficiency,The mixer.,Raj,"No, not a thing."
Series 07,Episode 01,The Hofstadter Insufficiency,A bathroom shower.,Penny(acting),"Ah, I’m so glad the police finally caught that psychotic genetically engineered ape."
Series 07,Episode 01,The Hofstadter Insufficiency,A bathroom shower.,Leonard(on ship),That is my girlfriend. I swear to God.
Series 07,Episode 01,The Hofstadter Insufficiency,A bathroom shower.,Everyone(on ship),Leonard! Leonard! Leonard! Leonard!
Series 07,Episode 01,The Hofstadter Insufficiency,A bathroom shower.,Penny,Aaaaaaah!
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon,And here’s another interesting weather fact.
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,Another? Great.
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon,"Changes in jet streams can affect the speed at which the Earth rotates on its axis, so bad weather can actually make the day longer."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Well, there must be a hell of a storm somewhere."
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon,"Joke if you must, but you’re going to miss these moments. With Leonard home in a few days, this was your last time driving me to the grocery store."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"You know, I will miss this."
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon,"I’ll tell you what, if my apples are mealy, we’ll hit the produce section for one last crazy blowout. Heck, you can even push the cart. Please don’t take my looking forward to Leonard’s return as criticism of the job you’ve been doing in his absence."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,I won’t.
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon,That criticism will come later in your report card.
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Yeah, I didn’t stay for the detention, I’m not gonna read the report card."
Series 07,Episode 02,The Deception Verification,The stairwell,Leonard(in Penny’s apartment),Hello.
Series 07,Episode 02,The Deception Verification,The stairwell,Penny(screams),Leonard! Hi!
Series 07,Episode 02,The Deception Verification,The stairwell,Leonard,Keep your voice down.
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Oh, my God. You weren’t supposed to be here till Sunday."
Series 07,Episode 02,The Deception Verification,The stairwell,Leonard,"We finished the experiment early, so I thought I’d come home and surprise you."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Oh, my gosh, why are we whispering?"
Series 07,Episode 02,The Deception Verification,The stairwell,Leonard,"I didn’t tell Sheldon, so we could have a few days alone."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Oh, that is so romantic."
Series 07,Episode 02,The Deception Verification,The stairwell,Leonard,"Uh, sure, that’s why I did it."
Series 07,Episode 02,The Deception Verification,The stairwell,Penny,"Oh, I just cannot believe you’re here."
Series 07,Episode 02,The Deception Verification,The stairwell,Sheldon(off),"Penny, it’s your lucky day. Three of the eggs are clearly not jumbo. Grab your keys."
Series 07,Episode 02,The Deception Verification,The stairwell,,Credits sequence.
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,"Uh, Stuart, I was wondering if you could help me find something."
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"Happy to, unless it’s hope or a reason to live."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,"Oh, you make me laugh, sad clown. Anyhoo, Leonard will be back in a couple days and I need a welcome home gift for him. As he’s been at sea, perhaps something with a nautical theme might be appropriate."
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"Okay, well, I don’t know how much you want to spend, but I do have this pretty cool Aquaman statue."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,"Aquaman? Oh, this isn’t a gag gift, Stuart."
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"Yeah, just as well. It’s a pretty rare piece. I’d rather just sell it to a real collector."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,I’m a real collector. How rare is it?
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"Oh, I shouldn’t even have mentioned it. How about a Batman squirt gun?"
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,Don’t try and trick me into buying something I don’t want. Now let’s talk Aquaman.
Series 07,Episode 02,The Deception Verification,The comic book store.,Howard,"What were they thinking, putting Doctor Octopus’s mind in Spider-Man’s body?"
Series 07,Episode 02,The Deception Verification,The comic book store.,Raj,"Well, I’ve been quite enjoying that. It combines all the superhero fun of Spider-Man with all the body-switching shenanigans of Freaky Friday. Both versions, original and Lohan."
Series 07,Episode 02,The Deception Verification,The comic book store.,Howard,Both versions: original and Lohan. You’re an idiot.
Series 07,Episode 02,The Deception Verification,The comic book store.,Raj,"Hey, what’s your problem?"
Series 07,Episode 02,The Deception Verification,The comic book store.,Howard,"I’m sorry, I’ve been kind of snippy lately. It’s probably this stupid diet I’m on."
Series 07,Episode 02,The Deception Verification,The comic book store.,Raj,Why are you on a diet?
Series 07,Episode 02,The Deception Verification,The comic book store.,Howard,I’ve put on a couple pounds. Had to buy these pants in the men’s section.
Series 07,Episode 02,The Deception Verification,The comic book store.,Raj,"Well, we’ve all seen your mom. That Butterball turkey was bound to come home to roost."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,Twelve hundred dollars. That’s my final offer.
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"All right, Sheldon, you win. I’m sure Leonard is gonna love this."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,"Oh, right, a present for Leonard. You better throw in that squirt gun."
Series 07,Episode 02,The Deception Verification,The comic book store.,Stuart,"Ooh, yeah, I don’t know. This squirt gun, it’s, uh, it’s pretty rare."
Series 07,Episode 02,The Deception Verification,The comic book store.,Sheldon,Oh.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Leonard,And this is me doing the Titanic pose on the boat.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,Ah.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Leonard,"And, oh, that’s me getting rescued after I fell in."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Oh.(Knock on door)Oh, that’s the pizza."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Leonard,Yep. Here’s some money.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,Thank you.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Leonard,And I’m gonna hit the head. That’s what us salty sea dogs say when we have to go pee-pee.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,Hey.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Pizza guy,Twenty-two fifty.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Okay, here’s, uh, twenty-five. Keep the change."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Pizza guy,"Seriously? I just walked up, like, four flights of stairs."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Oh. Okay. Well, here’s, um, thirty something cents and a promise I won’t call your boss and tell him you reek of marijuana."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Oh, Penny, I see you’ve ordered pizza. I have Chinese food."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,That’s nice.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Oh, that’s a rather earthy cologne. My uncle used to wear that. Perhaps we can enjoy one last meal together before Leonard returns."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Yeah, thanks, but I kind of feel like eating alone tonight, so…"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Are you sure? With your Italian pizza and my Chinese noodles, we could play Marco Polo. I mean, of course, a re-enactment of a meal in the life of Marco Polo the Venetian explorer, not Marco Polo the terrifying water sport."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Uh, yeah, it sounds fun, but no thanks.(Toilet flushes)Have a good night!"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"What, now, do you have company?"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"No. No, no, no. You know what? The toilet’s been doing that. I called the building manager, so…"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Oh, I can take a look at it."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,Well…
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"I’m quite familiar with plumbing. Not to brag, but I spent most of fifth grade with my head in a toilet."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Yeah, no, no, no. You know what, Sheldon, it’s okay. You don’t have to go into the bathroom."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"That’s curious. If there’s no one here, why are there two glasses of wine on the table?"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Oh. Well, you know, I, I’ve got two hands and a bit of a drinking problem."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,Of course. Ask a silly question.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,Oh.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,That’s odd.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Um, what?"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,There are takeout containers in the trash can.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,So? That’s my dinner from last night.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,What’s odd is they’re in the trash can.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,"Okay. Look, honey, I promise there’s no one’s here.I‘ve had a long day. I just want to have a quiet dinner by myself."
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Oh, very well. I’m no stranger to enjoying the pleasures of solitude. Oh!"
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,What?
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,Have you gotten Leonard a welcome-home gift yet?
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Penny,No.
Series 07,Episode 02,The Deception Verification,Penny’s apartment.,Sheldon,"Oh, great. Do you want to go halfsies on a two hundred dollar squirt gun?"
Series 07,Episode 02,The Deception Verification,Howard and Bernadette’s apartment.,Bernadette,"Hi, honey."
Series 07,Episode 02,The Deception Verification,Howard and Bernadette’s apartment.,Howard,Hey.
Series 07,Episode 02,The Deception Verification,Howard and Bernadette’s apartment.,Bernadette,I made some brownies. You want one?
Series 07,Episode 02,The Deception Verification,Howard and Bernadette’s apartment.,Howard,"You’re kidding, right? I mean, you know I’m trying to lose weight. God, I thought we were partners in this marriage."
Series 07,Episode 02,The Deception Verification,Howard and Bernadette’s apartment.,Bernadette,"We are. Stop it. And for the last time, you’re not fat."
